"componentType","logicalName","displayName","sourcePath","parent","dependencies","rootComponent","dataType","requiredLevel","description","domain","targetSolution","disposition","rationale","licenceReview","maturityReview","sourceOnly"
"MissingDependency","Aktive Arbeitsaufträge","Aktive Arbeitsaufträge","Other/Solution.xml","{8448b78f-8f42-454e-8e2a-f8196b0419af}","FieldService (8.8.0.88);FieldService_Anchor (8.8.145.42);FieldService_Anchor (8.8.147.60)","False","","","Dependency reported by the Dataverse solution export.","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","Aktive Facharbeitsabdeckungen","Aktive Facharbeitsabdeckungen","Other/Solution.xml","{8448b78f-8f42-454e-8e2a-f8196b0419af}","FieldService_Anchor (8.8.147.60);msdyn_FieldService_patch_update (8.8.147.60)","False","","","Dependency reported by the Dataverse solution export.","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","Aktive Garantien","Aktive Garantien","Other/Solution.xml","{8448b78f-8f42-454e-8e2a-f8196b0419af}","FieldService_Anchor (8.8.145.42);FieldService_Anchor (8.8.147.60);msdyn_AssetCommon (1.0.3412.1);msdynce_ServiceAnchor (9.0.26064.1006)","False","","","Dependency reported by the Dataverse solution export.","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","Aktive Versicherung","Aktive Versicherung","Other/Solution.xml","{8448b78f-8f42-454e-8e2a-f8196b0419af}","FieldService_Anchor (8.8.147.60);msdyn_FieldService_patch_update (8.8.147.60)","False","","","Dependency reported by the Dataverse solution export.","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","defaultpricelevelid","Price List","Other/Solution.xml","{8448b78f-8f42-454e-8e2a-f8196b0419af}","msdynce_ProductManagement (9.0.4.0066);msdynce_ProductManagementAnchor (9.0.26071.10001)","False","","","Dependency reported by the Dataverse solution export.","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","Facharbeitsabdeckungen für das Konto","Facharbeitsabdeckungen für das Konto","Other/Solution.xml","{8448b78f-8f42-454e-8e2a-f8196b0419af}","FieldService_Anchor (8.8.147.60);msdyn_FieldService_patch_update (8.8.147.60)","False","","","Dependency reported by the Dataverse solution export.","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","Inaktiv Versicherung","Inaktiv Versicherung","Other/Solution.xml","{8448b78f-8f42-454e-8e2a-f8196b0419af}","FieldService_Anchor (8.8.147.60);msdyn_FieldService_patch_update (8.8.147.60)","False","","","Dependency reported by the Dataverse solution export.","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","Inaktive Facharbeitsabdeckungen","Inaktive Facharbeitsabdeckungen","Other/Solution.xml","{8448b78f-8f42-454e-8e2a-f8196b0419af}","FieldService_Anchor (8.8.147.60);msdyn_FieldService_patch_update (8.8.147.60)","False","","","Dependency reported by the Dataverse solution export.","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","LinkedInIntegration/Common/msdyn_LinkedInIntegrationCommon.js","LinkedInIntegration/Common/msdyn_LinkedInIntegrationCommon.js","Other/Solution.xml","{8448b78f-8f42-454e-8e2a-f8196b0419af}","LinkedInSalesNavigatorControlsForUnifiedClient (3.1.3378.1);msdyn_LinkedInSalesNavigatorAnchor (3.0.1.1907);msdyn_LinkedInSalesNavigatorAnchor (3.1.3378.1)","False","","","Dependency reported by the Dataverse solution export.","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","Microsoft.AddressInputUCI","Microsoft.AddressInputUCI","Other/Solution.xml","{8448b78f-8f42-454e-8e2a-f8196b0419af}","BaseCustomControlsCore (9.0.2607.1005)","False","","","Dependency reported by the Dataverse solution export.","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msa_account_managingpartner","msa_account_managingpartner","Other/Solution.xml","{8448b78f-8f42-454e-8e2a-f8196b0419af}","PowerPages_Core (1.1.2602.237);PowerPages_Core (1.1.2605.258);PowerPages_RuntimeCoreDependencies (1.0.2305.1)","False","","","Dependency reported by the Dataverse solution export.","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msa_managingpartnerid","Managing Partner","Other/Solution.xml","{8448b78f-8f42-454e-8e2a-f8196b0419af}","PowerPages_Core (1.1.2602.237);PowerPages_Core (1.1.2605.258);PowerPages_RuntimeCoreDependencies (1.0.2305.1)","False","","","Dependency reported by the Dataverse solution export.","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","MscrmControls.CardFeedContainer.CardFeedContainer","MscrmControls.CardFeedContainer.CardFeedContainer","Other/Solution.xml","{8448b78f-8f42-454e-8e2a-f8196b0419af}","BaseCustomControlsCore (9.0.2607.1005)","False","","","Dependency reported by the Dataverse solution export.","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","MscrmControls.InsightsControl.InsightsControl","MscrmControls.InsightsControl.InsightsControl","Other/Solution.xml","{8448b78f-8f42-454e-8e2a-f8196b0419af}","MicrosoftDynamics_Marketing (1.122.2010.0);MicrosoftDynamics_MktCompleteAnchorSolution (1.122.2010.408);MicrosoftDynamics_MktCompleteAnchorSolution (1.122.2010.510)","False","","","Dependency reported by the Dataverse solution export.","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","MscrmControls.LinkedInIntegration.LinkedInAccountControl","MscrmControls.LinkedInIntegration.LinkedInAccountControl","Other/Solution.xml","{8448b78f-8f42-454e-8e2a-f8196b0419af}","LinkedInSalesNavigatorControlsForUnifiedClient (3.1.3378.1);msdyn_LinkedInSalesNavigatorAnchor (3.0.1.1907);msdyn_LinkedInSalesNavigatorAnchor (3.1.3378.1)","False","","","Dependency reported by the Dataverse solution export.","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","MscrmControls.LinkedInIntegration.LinkedInLeadLookupControl","MscrmControls.LinkedInIntegration.LinkedInLeadLookupControl","Other/Solution.xml","{8448b78f-8f42-454e-8e2a-f8196b0419af}","LinkedInSalesNavigatorControlsForUnifiedClient (3.1.3378.1);msdyn_LinkedInSalesNavigatorAnchor (3.0.1.1907);msdyn_LinkedInSalesNavigatorAnchor (3.1.3378.1)","False","","","Dependency reported by the Dataverse solution export.","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyn_/Account/Account.Library.js","msdyn_/Account/Account.Library.js","Other/Solution.xml","{8448b78f-8f42-454e-8e2a-f8196b0419af}","FieldService (8.8.0.88);FieldService_Anchor (8.8.145.42);FieldService_Anchor (8.8.147.60)","False","","","Dependency reported by the Dataverse solution export.","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyn_/Account/AssetCommon.Account.Library.js","msdyn_/Account/AssetCommon.Account.Library.js","Other/Solution.xml","{8448b78f-8f42-454e-8e2a-f8196b0419af}","FieldService_Anchor (8.8.145.42);FieldService_Anchor (8.8.147.60);msdyn_AssetCommon (1.0.3412.1);msdynce_ServiceAnchor (9.0.26064.1006)","False","","","Dependency reported by the Dataverse solution export.","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyn_/Utils/FieldServiceTrial.js","msdyn_/Utils/FieldServiceTrial.js","Other/Solution.xml","{8448b78f-8f42-454e-8e2a-f8196b0419af}","FieldService (8.8.0.88);FieldService_Anchor (8.8.145.42);FieldService_Anchor (8.8.147.60)","False","","","Dependency reported by the Dataverse solution export.","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyn_account_account_BillingAccount","msdyn_account_account_BillingAccount","Other/Solution.xml","{8448b78f-8f42-454e-8e2a-f8196b0419af}","FieldService_Anchor (8.8.145.42);FieldService_Anchor (8.8.147.60);FieldServiceCommon (1.0.0.1185)","False","","","Dependency reported by the Dataverse solution export.","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyn_account_msdyn_agreement_BillingAccount","msdyn_account_msdyn_agreement_BillingAccount","Other/Solution.xml","{8448b78f-8f42-454e-8e2a-f8196b0419af}","FieldService (8.8.0.88);FieldService_Anchor (8.8.145.42);FieldService_Anchor (8.8.147.60)","False","","","Dependency reported by the Dataverse solution export.","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyn_account_msdyn_agreement_ServiceAccount","msdyn_account_msdyn_agreement_ServiceAccount","Other/Solution.xml","{8448b78f-8f42-454e-8e2a-f8196b0419af}","FieldService (8.8.0.88);FieldService_Anchor (8.8.145.42);FieldService_Anchor (8.8.147.60)","False","","","Dependency reported by the Dataverse solution export.","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyn_account_msdyn_customerasset_Account","msdyn_account_msdyn_customerasset_Account","Other/Solution.xml","{8448b78f-8f42-454e-8e2a-f8196b0419af}","FieldService_Anchor (8.8.145.42);FieldService_Anchor (8.8.147.60);msdyn_AssetCommon (1.0.3412.1);msdynce_ServiceAnchor (9.0.26064.1006)","False","","","Dependency reported by the Dataverse solution export.","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyn_account_msdyn_insurance_InsuranceCarrier","msdyn_account_msdyn_insurance_InsuranceCarrier","Other/Solution.xml","{8448b78f-8f42-454e-8e2a-f8196b0419af}","FieldService_Anchor (8.8.147.60);msdyn_FieldService_patch_update (8.8.147.60)","False","","","Dependency reported by the Dataverse solution export.","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyn_account_msdyn_payment_Account","msdyn_account_msdyn_payment_Account","Other/Solution.xml","{8448b78f-8f42-454e-8e2a-f8196b0419af}","FieldService (8.8.0.88);FieldService_Anchor (8.8.145.42);FieldService_Anchor (8.8.147.60)","False","","","Dependency reported by the Dataverse solution export.","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyn_account_msdyn_purchaseorder_Vendor","msdyn_account_msdyn_purchaseorder_Vendor","Other/Solution.xml","{8448b78f-8f42-454e-8e2a-f8196b0419af}","FieldService_Anchor (8.8.145.42);FieldService_Anchor (8.8.147.60);FieldServiceCommon (1.0.0.1185)","False","","","Dependency reported by the Dataverse solution export.","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyn_account_msdyn_rma_BillingAccount","msdyn_account_msdyn_rma_BillingAccount","Other/Solution.xml","{8448b78f-8f42-454e-8e2a-f8196b0419af}","FieldService (8.8.0.88);FieldService_Anchor (8.8.145.42);FieldService_Anchor (8.8.147.60)","False","","","Dependency reported by the Dataverse solution export.","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyn_account_msdyn_rma_ServiceAccount","msdyn_account_msdyn_rma_ServiceAccount","Other/Solution.xml","{8448b78f-8f42-454e-8e2a-f8196b0419af}","FieldService (8.8.0.88);FieldService_Anchor (8.8.145.42);FieldService_Anchor (8.8.147.60)","False","","","Dependency reported by the Dataverse solution export.","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyn_account_msdyn_rtv_Vendor","msdyn_account_msdyn_rtv_Vendor","Other/Solution.xml","{8448b78f-8f42-454e-8e2a-f8196b0419af}","FieldService (8.8.0.88);FieldService_Anchor (8.8.145.42);FieldService_Anchor (8.8.147.60)","False","","","Dependency reported by the Dataverse solution export.","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyn_account_msdyn_tradecoverage_Account","msdyn_account_msdyn_tradecoverage_Account","Other/Solution.xml","{8448b78f-8f42-454e-8e2a-f8196b0419af}","FieldService_Anchor (8.8.147.60);msdyn_FieldService_patch_update (8.8.147.60)","False","","","Dependency reported by the Dataverse solution export.","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyn_account_msdyn_warranty_WarrantyHolder","msdyn_account_msdyn_warranty_WarrantyHolder","Other/Solution.xml","{8448b78f-8f42-454e-8e2a-f8196b0419af}","FieldService_Anchor (8.8.145.42);FieldService_Anchor (8.8.147.60);msdyn_AssetCommon (1.0.3412.1);msdynce_ServiceAnchor (9.0.26064.1006)","False","","","Dependency reported by the Dataverse solution export.","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyn_account_msdyn_warranty_WarrantyProvider","msdyn_account_msdyn_warranty_WarrantyProvider","Other/Solution.xml","{8448b78f-8f42-454e-8e2a-f8196b0419af}","FieldService_Anchor (8.8.145.42);FieldService_Anchor (8.8.147.60);msdyn_AssetCommon (1.0.3412.1);msdynce_ServiceAnchor (9.0.26064.1006)","False","","","Dependency reported by the Dataverse solution export.","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyn_account_msdyn_workorder_BillingAccount","msdyn_account_msdyn_workorder_BillingAccount","Other/Solution.xml","{8448b78f-8f42-454e-8e2a-f8196b0419af}","FieldService (8.8.0.88);FieldService_Anchor (8.8.145.42);FieldService_Anchor (8.8.147.60)","False","","","Dependency reported by the Dataverse solution export.","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyn_account_msdyn_workorder_ServiceAccount","msdyn_account_msdyn_workorder_ServiceAccount","Other/Solution.xml","{8448b78f-8f42-454e-8e2a-f8196b0419af}","FieldService (8.8.0.88);FieldService_Anchor (8.8.145.42);FieldService_Anchor (8.8.147.60)","False","","","Dependency reported by the Dataverse solution export.","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyn_billingaccount","Billing Account","Other/Solution.xml","{8448b78f-8f42-454e-8e2a-f8196b0419af}","FieldService_Anchor (8.8.145.42);FieldService_Anchor (8.8.147.60);FieldServiceCommon (1.0.0.1185)","False","","","Dependency reported by the Dataverse solution export.","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyn_insurance","Insurance","Other/Solution.xml","{8448b78f-8f42-454e-8e2a-f8196b0419af}","FieldService_Anchor (8.8.147.60);msdyn_FieldService_patch_update (8.8.147.60)","False","","","Dependency reported by the Dataverse solution export.","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyn_MscrmControls.TreeView.TreeViewControl","msdyn_MscrmControls.TreeView.TreeViewControl","Other/Solution.xml","{8448b78f-8f42-454e-8e2a-f8196b0419af}","FieldService_Anchor (8.8.145.42);FieldService_Anchor (8.8.147.60);msdyn_AssetCommon (1.0.3412.1);msdynce_ServiceAnchor (9.0.26064.1006)","False","","","Dependency reported by the Dataverse solution export.","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyn_msdyn_insurance_PolicyHolder_account","msdyn_msdyn_insurance_PolicyHolder_account","Other/Solution.xml","{8448b78f-8f42-454e-8e2a-f8196b0419af}","FieldService_Anchor (8.8.147.60);msdyn_FieldService_patch_update (8.8.147.60)","False","","","Dependency reported by the Dataverse solution export.","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyn_msdyn_taxcode_account_SalesTaxCode","msdyn_msdyn_taxcode_account_SalesTaxCode","Other/Solution.xml","{8448b78f-8f42-454e-8e2a-f8196b0419af}","FieldService (8.8.0.88);FieldService_Anchor (8.8.145.42);FieldService_Anchor (8.8.147.60)","False","","","Dependency reported by the Dataverse solution export.","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyn_msdyn_warranty_account","msdyn_msdyn_warranty_account","Other/Solution.xml","{8448b78f-8f42-454e-8e2a-f8196b0419af}","FieldService_Anchor (8.8.145.42);FieldService_Anchor (8.8.147.60);msdyn_AssetCommon (1.0.3412.1);msdynce_ServiceAnchor (9.0.26064.1006)","False","","","Dependency reported by the Dataverse solution export.","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyn_msdyn_workhourtemplate_account_workhourtemplate","msdyn_msdyn_workhourtemplate_account_workhourtemplate","Other/Solution.xml","{8448b78f-8f42-454e-8e2a-f8196b0419af}","FieldService (8.8.0.88);FieldService_Anchor (8.8.145.42);FieldService_Anchor (8.8.147.60)","False","","","Dependency reported by the Dataverse solution export.","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyn_primarytimezone","Primary Time Zone","Other/Solution.xml","{8448b78f-8f42-454e-8e2a-f8196b0419af}","FieldService_Anchor (8.8.145.42);FieldService_Anchor (8.8.147.60);msdyn_AssetCommon (1.0.3412.1);msdynce_ServiceAnchor (9.0.26064.1006)","False","","","Dependency reported by the Dataverse solution export.","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyn_SalesOmniChannel.SalesPhoneNumberControl","msdyn_SalesOmniChannel.SalesPhoneNumberControl","Other/Solution.xml","{8448b78f-8f42-454e-8e2a-f8196b0419af}","msdyn_AcceleratedSalesAnchor (9.1.26064.10001);msdyn_SalesOmniChannel (9.1.26064.10001)","False","","","Dependency reported by the Dataverse solution export.","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyn_SalesOmniChannel/SalesPhoneNumber.Library.js","msdyn_SalesOmniChannel/SalesPhoneNumber.Library.js","Other/Solution.xml","{8448b78f-8f42-454e-8e2a-f8196b0419af}","msdyn_AcceleratedSalesAnchor (9.1.26064.10001);msdyn_SalesOmniChannel (9.1.26064.10001)","False","","","Dependency reported by the Dataverse solution export.","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyn_salestaxcode","Sales Tax Code","Other/Solution.xml","{8448b78f-8f42-454e-8e2a-f8196b0419af}","FieldService (8.8.0.88);FieldService_Anchor (8.8.145.42);FieldService_Anchor (8.8.147.60)","False","","","Dependency reported by the Dataverse solution export.","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyn_serviceterritory","Service Territory","Other/Solution.xml","{8448b78f-8f42-454e-8e2a-f8196b0419af}","FieldService (8.8.0.88);FieldService_Anchor (8.8.145.42);FieldService_Anchor (8.8.147.60)","False","","","Dependency reported by the Dataverse solution export.","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyn_taxexempt","Tax Exempt","Other/Solution.xml","{8448b78f-8f42-454e-8e2a-f8196b0419af}","FieldService_Anchor (8.8.145.42);FieldService_Anchor (8.8.147.60);FieldServiceCommon (1.0.0.1185)","False","","","Dependency reported by the Dataverse solution export.","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyn_taxexemptnumber","Tax Exempt Number","Other/Solution.xml","{8448b78f-8f42-454e-8e2a-f8196b0419af}","FieldService_Anchor (8.8.145.42);FieldService_Anchor (8.8.147.60);FieldServiceCommon (1.0.0.1185)","False","","","Dependency reported by the Dataverse solution export.","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyn_territory_account_ServiceTerritory","msdyn_territory_account_ServiceTerritory","Other/Solution.xml","{8448b78f-8f42-454e-8e2a-f8196b0419af}","FieldService (8.8.0.88);FieldService_Anchor (8.8.145.42);FieldService_Anchor (8.8.147.60)","False","","","Dependency reported by the Dataverse solution export.","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyn_tradecoverage","Trade Coverage","Other/Solution.xml","{8448b78f-8f42-454e-8e2a-f8196b0419af}","FieldService_Anchor (8.8.147.60);msdyn_FieldService_patch_update (8.8.147.60)","False","","","Dependency reported by the Dataverse solution export.","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyn_travelcharge","Travel Charge","Other/Solution.xml","{8448b78f-8f42-454e-8e2a-f8196b0419af}","FieldService (8.8.0.88);FieldService_Anchor (8.8.145.42);FieldService_Anchor (8.8.147.60)","False","","","Dependency reported by the Dataverse solution export.","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyn_travelchargetype","Travel Charge Type","Other/Solution.xml","{8448b78f-8f42-454e-8e2a-f8196b0419af}","FieldService (8.8.0.88);FieldService_Anchor (8.8.145.42);FieldService_Anchor (8.8.147.60)","False","","","Dependency reported by the Dataverse solution export.","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyn_warranty","Warranty","Other/Solution.xml","{8448b78f-8f42-454e-8e2a-f8196b0419af}","FieldService_Anchor (8.8.145.42);FieldService_Anchor (8.8.147.60);msdyn_AssetCommon (1.0.3412.1);msdynce_ServiceAnchor (9.0.26064.1006)","False","","","Dependency reported by the Dataverse solution export.","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyn_workhourtemplate","Work Hour Template","Other/Solution.xml","{8448b78f-8f42-454e-8e2a-f8196b0419af}","FieldService (8.8.0.88);FieldService_Anchor (8.8.145.42);FieldService_Anchor (8.8.147.60)","False","","","Dependency reported by the Dataverse solution export.","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyn_workorder","Work Order","Other/Solution.xml","{8448b78f-8f42-454e-8e2a-f8196b0419af}","FieldService (8.8.0.88);FieldService_Anchor (8.8.145.42);FieldService_Anchor (8.8.147.60)","False","","","Dependency reported by the Dataverse solution export.","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyn_workorderinstructions","Work Order Instructions","Other/Solution.xml","{8448b78f-8f42-454e-8e2a-f8196b0419af}","FieldService (8.8.0.88);FieldService_Anchor (8.8.145.42);FieldService_Anchor (8.8.147.60)","False","","","Dependency reported by the Dataverse solution export.","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyncrm_insights_placeholder","Insights","Other/Solution.xml","{8448b78f-8f42-454e-8e2a-f8196b0419af}","MicrosoftDynamics_Marketing (1.122.2010.0);MicrosoftDynamics_MktCompleteAnchorSolution (1.122.2010.408);MicrosoftDynamics_MktCompleteAnchorSolution (1.122.2010.510)","False","","","Dependency reported by the Dataverse solution export.","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyncrm_MarketingCjoFirst.CrmWebResource","msdyncrm_MarketingCjoFirst.CrmWebResource","Other/Solution.xml","{8448b78f-8f42-454e-8e2a-f8196b0419af}","MicrosoftDynamics_Marketing (1.122.2010.0);MicrosoftDynamics_MktCompleteAnchorSolution (1.122.2010.408);MicrosoftDynamics_MktCompleteAnchorSolution (1.122.2010.510)","False","","","Dependency reported by the Dataverse solution export.","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","Sales/ClientCommon/Sales_ClientCommon.js","Sales/ClientCommon/Sales_ClientCommon.js","Other/Solution.xml","{8448b78f-8f42-454e-8e2a-f8196b0419af}","msdynce_Sales (9.0.4.0076);msdynce_SalesAnchor (9.0.26071.10006)","False","","","Dependency reported by the Dataverse solution export.","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","{2f1b788c-7758-4b98-b9e1-cc35c98acf4d}","CSR Manager","Other/Solution.xml","{b05c1e9c-94d0-46c1-8968-df49b8f33ec7}","msdynce_Service (9.0.5.56);msdynce_ServiceAnchor (9.0.26064.1006)","False","","","Dependency reported by the Dataverse solution export.","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","{3dac4d9e-568c-e611-80d4-00155d42a122}","Customer service app access","Other/Solution.xml","{b05c1e9c-94d0-46c1-8968-df49b8f33ec7}","msdynce_Customerservicehub (9.0.5.0056);msdynce_ServiceAnchor (9.0.26064.1006)","False","","","Dependency reported by the Dataverse solution export.","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","{4bcb0675-4f4f-4126-a21a-026c3a10ecae}","Customer Service Representative","Other/Solution.xml","{b05c1e9c-94d0-46c1-8968-df49b8f33ec7}","msdyn_PowerAppsOfficeExtensions (1.0.0.1);PowerAppsAppFramework_Anchor (1.0.0.25)","False","","","Dependency reported by the Dataverse solution export.","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","{b05c1e9c-94d0-46c1-8968-df49b8f33ec7}","Case for Multisession experience","Other/Solution.xml","{b05c1e9c-94d0-46c1-8968-df49b8f33ec7}","msdynce_ServiceAnchor (9.0.26064.1006);msdynce_ServicePatch201911 (9.0.26064.1006)","False","","","Dependency reported by the Dataverse solution export.","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","Aktive Anfragen nach Agent","Aktive Anfragen nach Agent","Other/Solution.xml","{b05c1e9c-94d0-46c1-8968-df49b8f33ec7}","msdynce_Service (9.0.5.56);msdynce_ServiceAnchor (9.0.26064.1006)","False","","","Dependency reported by the Dataverse solution export.","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","caseorigincode","Origin","Other/Solution.xml","{b05c1e9c-94d0-46c1-8968-df49b8f33ec7}","msdynce_Service (9.0.5.56);msdynce_ServiceAnchor (9.0.26064.1006)","False","","","Dependency reported by the Dataverse solution export.","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
