"componentType","logicalName","parent","sourcePath","domain","targetSolution","disposition","rationale","licenceReview","maturityReview","sourceOnly"
"MissingDependency","msdyn_account_msdyn_warranty_WarrantyHolder","{8448b78f-8f42-454e-8e2a-f8196b0419af}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyn_account_msdyn_warranty_WarrantyProvider","{8448b78f-8f42-454e-8e2a-f8196b0419af}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyn_account_msdyn_workorder_BillingAccount","{8448b78f-8f42-454e-8e2a-f8196b0419af}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyn_account_msdyn_workorder_ServiceAccount","{8448b78f-8f42-454e-8e2a-f8196b0419af}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyn_billingaccount","{8448b78f-8f42-454e-8e2a-f8196b0419af}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyn_insurance","{8448b78f-8f42-454e-8e2a-f8196b0419af}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyn_MscrmControls.TreeView.TreeViewControl","{8448b78f-8f42-454e-8e2a-f8196b0419af}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyn_msdyn_insurance_PolicyHolder_account","{8448b78f-8f42-454e-8e2a-f8196b0419af}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyn_msdyn_taxcode_account_SalesTaxCode","{8448b78f-8f42-454e-8e2a-f8196b0419af}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyn_msdyn_warranty_account","{8448b78f-8f42-454e-8e2a-f8196b0419af}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyn_msdyn_workhourtemplate_account_workhourtemplate","{8448b78f-8f42-454e-8e2a-f8196b0419af}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyn_primarytimezone","{8448b78f-8f42-454e-8e2a-f8196b0419af}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyn_SalesOmniChannel.SalesPhoneNumberControl","{8448b78f-8f42-454e-8e2a-f8196b0419af}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyn_SalesOmniChannel/SalesPhoneNumber.Library.js","{8448b78f-8f42-454e-8e2a-f8196b0419af}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyn_salestaxcode","{8448b78f-8f42-454e-8e2a-f8196b0419af}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyn_serviceterritory","{8448b78f-8f42-454e-8e2a-f8196b0419af}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyn_taxexempt","{8448b78f-8f42-454e-8e2a-f8196b0419af}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyn_taxexemptnumber","{8448b78f-8f42-454e-8e2a-f8196b0419af}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyn_territory_account_ServiceTerritory","{8448b78f-8f42-454e-8e2a-f8196b0419af}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyn_tradecoverage","{8448b78f-8f42-454e-8e2a-f8196b0419af}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyn_travelcharge","{8448b78f-8f42-454e-8e2a-f8196b0419af}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyn_travelchargetype","{8448b78f-8f42-454e-8e2a-f8196b0419af}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyn_warranty","{8448b78f-8f42-454e-8e2a-f8196b0419af}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyn_workhourtemplate","{8448b78f-8f42-454e-8e2a-f8196b0419af}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyn_workorder","{8448b78f-8f42-454e-8e2a-f8196b0419af}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyn_workorderinstructions","{8448b78f-8f42-454e-8e2a-f8196b0419af}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyncrm_insights_placeholder","{8448b78f-8f42-454e-8e2a-f8196b0419af}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyncrm_MarketingCjoFirst.CrmWebResource","{8448b78f-8f42-454e-8e2a-f8196b0419af}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","Sales/ClientCommon/Sales_ClientCommon.js","{8448b78f-8f42-454e-8e2a-f8196b0419af}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","{2f1b788c-7758-4b98-b9e1-cc35c98acf4d}","{b05c1e9c-94d0-46c1-8968-df49b8f33ec7}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","{3dac4d9e-568c-e611-80d4-00155d42a122}","{b05c1e9c-94d0-46c1-8968-df49b8f33ec7}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","{4bcb0675-4f4f-4126-a21a-026c3a10ecae}","{b05c1e9c-94d0-46c1-8968-df49b8f33ec7}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","{b05c1e9c-94d0-46c1-8968-df49b8f33ec7}","{b05c1e9c-94d0-46c1-8968-df49b8f33ec7}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","Aktive Anfragen nach Agent","{b05c1e9c-94d0-46c1-8968-df49b8f33ec7}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","caseorigincode","{b05c1e9c-94d0-46c1-8968-df49b8f33ec7}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","casetypecode","{b05c1e9c-94d0-46c1-8968-df49b8f33ec7}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","createdon","{b05c1e9c-94d0-46c1-8968-df49b8f33ec7}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","customerid","{b05c1e9c-94d0-46c1-8968-df49b8f33ec7}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","description","{b05c1e9c-94d0-46c1-8968-df49b8f33ec7}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","entitlementid","{b05c1e9c-94d0-46c1-8968-df49b8f33ec7}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","escalatedon","{b05c1e9c-94d0-46c1-8968-df49b8f33ec7}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","Fällige und überfällige Aktivitäten","{b05c1e9c-94d0-46c1-8968-df49b8f33ec7}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","firstresponsesent","{b05c1e9c-94d0-46c1-8968-df49b8f33ec7}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","followupby","{b05c1e9c-94d0-46c1-8968-df49b8f33ec7}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","Gültige Berechtigungen für Anfragen","{b05c1e9c-94d0-46c1-8968-df49b8f33ec7}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","incidentid","{b05c1e9c-94d0-46c1-8968-df49b8f33ec7}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","isescalated","{b05c1e9c-94d0-46c1-8968-df49b8f33ec7}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","knowledgearticleincident","{b05c1e9c-94d0-46c1-8968-df49b8f33ec7}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","MscrmControls.CSIntelligence.CopilotCaseSummaryControl","{b05c1e9c-94d0-46c1-8968-df49b8f33ec7}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","MscrmControls.CustomerService.DueOpenActivitiesControl","{b05c1e9c-94d0-46c1-8968-df49b8f33ec7}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","MscrmControls.CustomerService.SelectionTreeViewControl","{b05c1e9c-94d0-46c1-8968-df49b8f33ec7}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","MscrmControls.FieldControls.AttachmentListControl","{b05c1e9c-94d0-46c1-8968-df49b8f33ec7}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","MscrmControls.FieldControls.OptionSetWrapper","{b05c1e9c-94d0-46c1-8968-df49b8f33ec7}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","MscrmControls.FieldControls.QueueItemControl","{b05c1e9c-94d0-46c1-8968-df49b8f33ec7}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","MscrmControls.RichTextEditor.RichTextEditorControl","{b05c1e9c-94d0-46c1-8968-df49b8f33ec7}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyn_CopilotCaseSummaryLibrary.js","{b05c1e9c-94d0-46c1-8968-df49b8f33ec7}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyn_precreateattachmentsid","{b05c1e9c-94d0-46c1-8968-df49b8f33ec7}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyn_swarm","{b05c1e9c-94d0-46c1-8968-df49b8f33ec7}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyn_swarm_incident","{b05c1e9c-94d0-46c1-8968-df49b8f33ec7}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","ownerid","{b05c1e9c-94d0-46c1-8968-df49b8f33ec7}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","parentcaseid","{b05c1e9c-94d0-46c1-8968-df49b8f33ec7}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","prioritycode","{b05c1e9c-94d0-46c1-8968-df49b8f33ec7}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","productid","{b05c1e9c-94d0-46c1-8968-df49b8f33ec7}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","productserialnumber","{b05c1e9c-94d0-46c1-8968-df49b8f33ec7}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","resolveby","{b05c1e9c-94d0-46c1-8968-df49b8f33ec7}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","responseby","{b05c1e9c-94d0-46c1-8968-df49b8f33ec7}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","Service/Incident/Incident_main_system_library.js","{b05c1e9c-94d0-46c1-8968-df49b8f33ec7}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","statuscode","{b05c1e9c-94d0-46c1-8968-df49b8f33ec7}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","subjectid","{b05c1e9c-94d0-46c1-8968-df49b8f33ec7}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","Suchansicht für aktive Produkte","{b05c1e9c-94d0-46c1-8968-df49b8f33ec7}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","Swarming/msdyn_Swarming.js","{b05c1e9c-94d0-46c1-8968-df49b8f33ec7}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","SwarmingForCS/msdyn_SwarmingForCS.js","{b05c1e9c-94d0-46c1-8968-df49b8f33ec7}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","ticketnumber","{b05c1e9c-94d0-46c1-8968-df49b8f33ec7}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","title","{b05c1e9c-94d0-46c1-8968-df49b8f33ec7}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","traversedpath","{b05c1e9c-94d0-46c1-8968-df49b8f33ec7}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","Zugeordnete Anfragen für interaktionsorientiertes Formular","{b05c1e9c-94d0-46c1-8968-df49b8f33ec7}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","Zugeordnete Ansicht: Schwarm","{b05c1e9c-94d0-46c1-8968-df49b8f33ec7}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","Zugeordnete Wissensdatensatz-Ansichten","{b05c1e9c-94d0-46c1-8968-df49b8f33ec7}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","{e1ec2c0c-1744-42fa-a346-fb8237357d0f}","{e1ec2c0c-1744-42fa-a346-fb8237357d0f}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","address1_composite","{e1ec2c0c-1744-42fa-a346-fb8237357d0f}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","Alle Mitbewerber (Zusammenfassung)","{e1ec2c0c-1744-42fa-a346-fb8237357d0f}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","companyname","{e1ec2c0c-1744-42fa-a346-fb8237357d0f}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","competitor","{e1ec2c0c-1744-42fa-a346-fb8237357d0f}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","description","{e1ec2c0c-1744-42fa-a346-fb8237357d0f}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","donotbulkemail","{e1ec2c0c-1744-42fa-a346-fb8237357d0f}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","donotemail","{e1ec2c0c-1744-42fa-a346-fb8237357d0f}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","donotphone","{e1ec2c0c-1744-42fa-a346-fb8237357d0f}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","donotpostalmail","{e1ec2c0c-1744-42fa-a346-fb8237357d0f}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","donotsendmm","{e1ec2c0c-1744-42fa-a346-fb8237357d0f}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","emailaddress1","{e1ec2c0c-1744-42fa-a346-fb8237357d0f}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","firstname","{e1ec2c0c-1744-42fa-a346-fb8237357d0f}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","followemail","{e1ec2c0c-1744-42fa-a346-fb8237357d0f}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","fullname","{e1ec2c0c-1744-42fa-a346-fb8237357d0f}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","industrycode","{e1ec2c0c-1744-42fa-a346-fb8237357d0f}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","jobtitle","{e1ec2c0c-1744-42fa-a346-fb8237357d0f}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","lastname","{e1ec2c0c-1744-42fa-a346-fb8237357d0f}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","lastusedincampaign","{e1ec2c0c-1744-42fa-a346-fb8237357d0f}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","leadqualitycode","{e1ec2c0c-1744-42fa-a346-fb8237357d0f}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","leadsourcecode","{e1ec2c0c-1744-42fa-a346-fb8237357d0f}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","LinkedInIntegration/Common/msdyn_LinkedInIntegrationCommon.js","{e1ec2c0c-1744-42fa-a346-fb8237357d0f}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","mobilephone","{e1ec2c0c-1744-42fa-a346-fb8237357d0f}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","MscrmControls.AcceleratedSales.CadenceWidgetControl","{e1ec2c0c-1744-42fa-a346-fb8237357d0f}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","MscrmControls.CardFeedContainer.CardFeedContainer","{e1ec2c0c-1744-42fa-a346-fb8237357d0f}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","MscrmControls.LeadHygiene.ValidatedFieldControl","{e1ec2c0c-1744-42fa-a346-fb8237357d0f}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","MscrmControls.LinkedInIntegration.LinkedInAccountControl","{e1ec2c0c-1744-42fa-a346-fb8237357d0f}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","MscrmControls.LinkedInIntegration.LinkedInLeadControl","{e1ec2c0c-1744-42fa-a346-fb8237357d0f}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","MscrmControls.RAContainer.RAControl","{e1ec2c0c-1744-42fa-a346-fb8237357d0f}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","MscrmControls.RAContainer.RAControlv2","{e1ec2c0c-1744-42fa-a346-fb8237357d0f}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","MscrmControls.Sales.PredictiveScoringWidget.PredictiveScoringWidget","{e1ec2c0c-1744-42fa-a346-fb8237357d0f}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyn_/ACI/Scripts/ACILoader.js","{e1ec2c0c-1744-42fa-a346-fb8237357d0f}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyn_/RICommon.js","{e1ec2c0c-1744-42fa-a346-fb8237357d0f}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyn_SalesOmniChannel.SalesPhoneNumberControl","{e1ec2c0c-1744-42fa-a346-fb8237357d0f}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","msdyn_SalesOmniChannel/SalesPhoneNumber.Library.js","{e1ec2c0c-1744-42fa-a346-fb8237357d0f}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","MsdynControls.RAControls.HealthWidget","{e1ec2c0c-1744-42fa-a346-fb8237357d0f}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","MsdynControls.WKWControls.ConnectionsWidget","{e1ec2c0c-1744-42fa-a346-fb8237357d0f}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","numberofemployees","{e1ec2c0c-1744-42fa-a346-fb8237357d0f}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","ownerid","{e1ec2c0c-1744-42fa-a346-fb8237357d0f}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","preferredcontactmethodcode","{e1ec2c0c-1744-42fa-a346-fb8237357d0f}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","revenue","{e1ec2c0c-1744-42fa-a346-fb8237357d0f}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","sic","{e1ec2c0c-1744-42fa-a346-fb8237357d0f}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","statuscode","{e1ec2c0c-1744-42fa-a346-fb8237357d0f}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","subject","{e1ec2c0c-1744-42fa-a346-fb8237357d0f}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
